0.101309394	3001.046518
0.140246701	3001.046518
0.207197342	3001.046518
0.302152359	2923.540341
0.423758716	2811.018063
0.63424914	2738.419634
1.01309394	2633.022349
1.402467014	2565.020906
2.09910372	2402.601911
3.141775446	2250.467406
4.88951223	2026.834004
6.3424914	1622.659037
8.334968345	1154.781985
10          962.2783452
10.26359331	912.488233
13.31354729	769.7747057
17.95714494	640.9411892
23.90732984	533.6699231
27.22878411	400.195985
34.86365228	312.1175447
47.02365519	256.5020906
68.57379615	208.0567538
93.70255056	175.5165937
126.3848203	150.0155794
174.9596306	128.2196377
235.9833467	111.0336318
318.2913665	93.66792706
464.1588834	83.26347754
650.967523	75.9769435
889.5134973	75.9769435
